name,business_status,price_level,place_id,rating,types,lat,lng,open,neighborhood
Babbalucci,OPERATIONAL,2,ChIJKSbSKg32wokRtNVq1dEKE-8,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8089231,-73.9449609,TRUE,Harlem
Melba's,OPERATIONAL,2,ChIJ-bhM6yL2wokRAtIoWi_TL2k,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.803102,-73.95656579999999,TRUE,Harlem
The Edge Harlem,OPERATIONAL,2,ChIJ2d54lnr2wokRK-62uG2nIx8,4.5,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8198868,-73.9461127,TRUE,Harlem
Amy Ruth's,OPERATIONAL,2,ChIJ7V-ZqxH2wokRwaES4IMqwQU,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8025539,-73.9502679,TRUE,Harlem
Seasoned Vegan,OPERATIONAL,2,ChIJ75sJpRD2wokRGEATt_gZuz0,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.800663,-73.95273999999999,TRUE,Harlem
Maison Harlem,OPERATIONAL,2,ChIJd3H89mz2wokRdk5JHB3Aino,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8121556,-73.95159470000002,TRUE,Harlem
Lido Harlem Restaurant,OPERATIONAL,2,ChIJ2yTMoxb2wokRixfwCY3ltok,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8049256,-73.95476049999999,TRUE,Harlem
Clay,OPERATIONAL,2,ChIJaSRAphT2wokRXj22CM-oIZI,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8095085,-73.9538899,TRUE,Harlem
Belle Harlem,OPERATIONAL,NA,ChIJq6p2S3f2wokRjOhlXzoI6TY,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.81735949999999,-73.94169959999999,TRUE,Harlem
VINATERÍA,OPERATIONAL,2,ChIJJSi1DBT2wokRGHCDOA6nQ2U,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8066227,-73.9540329,TRUE,Harlem
Sottocasa Pizzeria Harlem,OPERATIONAL,2,ChIJM1oV8w32wokR9gt0ynHqypM,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8055464,-73.9474615,TRUE,Harlem
Barawine Harlem,OPERATIONAL,2,ChIJ_WGAABL2wokRNthCl_PuyFc,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8045907,-73.9474438,TRUE,Harlem
The Cecil Steakhouse,OPERATIONAL,3,ChIJoUvcXRH2wokRAhEdgCkJpKQ,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8047705,-73.952519,TRUE,Harlem
BLVD Bistro NY,OPERATIONAL,2,ChIJd9WGjg32wokRD-tzqpGQTSY,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8043626,-73.95575149999999,TRUE,Harlem
Abyssinia,OPERATIONAL,2,ChIJkwmZtnH2wokRcOy1PUOcBlY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8160858,-73.946028,TRUE,Harlem
Harlem Tavern,OPERATIONAL,2,ChIJZ-Drlhb2wokREuV4YeyyZcc,4.1,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8047593,-73.9554794,TRUE,Harlem
Yatenga,OPERATIONAL,2,ChIJLS3UZHH2wokRAGlJECm9GeY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.81435,-73.9440528,TRUE,Harlem
Harlem Shake,OPERATIONAL,2,ChIJ_Wfccg32wokR_0Yoxz3R9a0,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.80711,-73.9463378,TRUE,Harlem
SETTEPANI,OPERATIONAL,2,ChIJsWCOAA72wokRfHCK0ztm1Vs,4.4,"c(""bakery"", ""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8086445,-73.944479,TRUE,Harlem
The Grange,OPERATIONAL,2,ChIJEdlDwmT2wokRvcUBnxQfoBo,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8080989,-73.94475349999999,TRUE,Harlem
Corner Social,OPERATIONAL,2,ChIJ_TI4LA32wokR_4hB-16nbas,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8089231,-73.9449609,TRUE,Harlem
Ponty Bistro,OPERATIONAL,2,ChIJNYJPTHf2wokRhjM4dcIZnE4,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.803102,-73.95656579999999,TRUE,Harlem
Chez Jacob,OPERATIONAL,2,ChIJ3QIzHG72wokR2W-LyMttEAw,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8198868,-73.9461127,TRUE,Harlem
Fumo,OPERATIONAL,2,ChIJLe70p2X2wokReDA-X8LGqZE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8025539,-73.9502679,TRUE,Harlem
Il Cafe Latte 1,OPERATIONAL,2,ChIJmQZU-BH2wokR77fs9FoxIrg,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.800663,-73.95273999999999,TRUE,Harlem
Bono Trattoria,OPERATIONAL,2,ChIJNbJQ54f2wokRPxHl6aTGio0,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8121556,-73.95159470000002,TRUE,Harlem
Mo's Burgers,OPERATIONAL,NA,ChIJna9xmRX3wokRpx4N5jElZ48,5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8049256,-73.95476049999999,TRUE,Harlem
Lolo's Seafood Shack,OPERATIONAL,2,ChIJY1JBkBb2wokR4RybuTZSEcc,4.2,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8095085,-73.9538899,TRUE,Harlem
Tsion Cafe,OPERATIONAL,2,ChIJ6SiItn32wokRV0zrPxV_QlI,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.81735949999999,-73.94169959999999,TRUE,Harlem
La Diagonal Agaveria,OPERATIONAL,2,ChIJbwMr8hP2wokRgdl6VnfsC_k,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8066227,-73.9540329,TRUE,Harlem
Dinosaur Bar-B-Que,OPERATIONAL,2,ChIJpcanZ0L2wokRoWs8p9gEJcM,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8055464,-73.9474615,TRUE,Harlem
Pikine,OPERATIONAL,NA,ChIJgdN7yRb2wokRrX83wvtHizs,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8045907,-73.9474438,TRUE,Harlem
FIELDTRIP,OPERATIONAL,NA,ChIJHTUt_L73wokRBkywY68ePoY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8047705,-73.952519,TRUE,Harlem
Jin Ramen West Harlem,OPERATIONAL,2,ChIJSQm0BGr2wokRMlxPSzeSl2g,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8043626,-73.95575149999999,TRUE,Harlem
Sushi Inoue,OPERATIONAL,4,ChIJt3rLE3P2wokRApaaB2gVTOM,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8160858,-73.946028,TRUE,Harlem
Safari restaurant nyc,OPERATIONAL,2,ChIJ9SEkNRH2wokRLU8tWoaMUog,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8047593,-73.9554794,TRUE,Harlem
Maxwell's,OPERATIONAL,2,ChIJH58H0Rr2wokRGoC-L2Nm5RU,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.81435,-73.9440528,TRUE,Harlem
Harlem Food Bar,OPERATIONAL,2,ChIJ-Rmj8xb2wokRKfvBCL7PDz8,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.80711,-73.9463378,TRUE,Harlem
Renaissance Harlem,OPERATIONAL,2,ChIJy8PSLHL2wokR-6RfFmGybOk,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8086445,-73.944479,TRUE,Harlem
B2 Harlem,OPERATIONAL,3,ChIJ_0mF8xP2wokRbPP_qN56BKc,4.3,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8080989,-73.94475349999999,TRUE,Harlem
Cantina Taqueria & Tequila Bar,OPERATIONAL,NA,ChIJv-vTKg32wokR0Cj3epbby6w,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8089231,-73.9449609,TRUE,Harlem
Sisters,OPERATIONAL,2,ChIJ4bMvkQv2wokRUPRQUqYPUEc,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.803102,-73.95656579999999,TRUE,Harlem
Teranga,OPERATIONAL,NA,ChIJ5ZPpJvv3wokRC0HqmTJnIgk,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8198868,-73.9461127,TRUE,Harlem
Trufa Restaurant,OPERATIONAL,2,ChIJu8YNJWT2wokRtKTDat-zTJ4,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8025539,-73.9502679,TRUE,Harlem
Cantina Taqueria & Tequila Bar,OPERATIONAL,2,ChIJaeLW3xn2wokRhwJ8WAh98dU,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.800663,-73.95273999999999,TRUE,Harlem
Charles' Country Pan Fried Chicken,OPERATIONAL,2,ChIJ7_ptNH72wokRWJ29NvzJSd0,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8121556,-73.95159470000002,TRUE,Harlem
Harlem Public,OPERATIONAL,2,ChIJ1bpep2L2wokRjaoBxorAv1Q,4.5,"c(""meal_delivery"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8049256,-73.95476049999999,TRUE,Harlem
Angel of Harlem,OPERATIONAL,2,ChIJYSdWchP2wokRg1uEFJMWTQs,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8095085,-73.9538899,TRUE,Harlem
Londel's,OPERATIONAL,2,ChIJs_TsZXr2wokRdBl8ZcKroXs,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.81735949999999,-73.94169959999999,TRUE,Harlem
Zoma,OPERATIONAL,2,ChIJg4kAChf2wokRT6WHbvCsW0g,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8066227,-73.9540329,TRUE,Harlem
RDV-Rendezvous Harlem,OPERATIONAL,2,ChIJewxLnxf2wokRfbOGD7OOSSU,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8055464,-73.9474615,TRUE,Harlem
Home Sweet Harlem,OPERATIONAL,2,ChIJW0dkXW_2wokREkQsYUnyosM,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8045907,-73.9474438,TRUE,Harlem
Harlem Seafood Soul,OPERATIONAL,NA,ChIJV5kvrhL2wokRMDDOFndq9vg,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8047705,-73.952519,TRUE,Harlem
Jacob,OPERATIONAL,1,ChIJnxjnEHP2wokR-Dgf5gfBf50,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8043626,-73.95575149999999,TRUE,Harlem
Row House,OPERATIONAL,2,ChIJCWY85Rb2wokRWwG7PhPCE8U,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8160858,-73.946028,TRUE,Harlem
La Lonchera,OPERATIONAL,NA,ChIJS-N6huP3wokRP-aJB_1FCl0,4.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8047593,-73.9554794,TRUE,Harlem
Indian Summer Harlem,OPERATIONAL,NA,ChIJy_OuDa73wokRJYCMG8GWan8,4.9,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.81435,-73.9440528,TRUE,Harlem
Chocolat Restaurant & Bar,OPERATIONAL,2,ChIJkbNGdhT2wokRJ1wWesV8yK0,3.9,"c(""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.80711,-73.9463378,TRUE,Harlem
Max Soha,CLOSED_TEMPORARILY,2,ChIJFwjwtWr2wokRzG0O5G5QpIY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8113136,-73.9581736,FALSE,Morningside Heights
Pisticci,OPERATIONAL,2,ChIJxXmxz0H2wokRwYJIJ7aBB3s,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8141746,-73.9603204,TRUE,Morningside Heights
Community Food & Juice,CLOSED_TEMPORARILY,2,ChIJnSR09Dv2wokRz_B9gF6v96c,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8059222,-73.9657833,FALSE,Morningside Heights
Jin Ramen West Harlem,OPERATIONAL,2,ChIJSQm0BGr2wokRMlxPSzeSl2g,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8154135,-73.95887619999999,TRUE,Morningside Heights
Tartina,OPERATIONAL,2,ChIJz9tb0FNYwokR_Ge2LeC4E1A,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.80366799999999,-73.963742,TRUE,Morningside Heights
Junzi Kitchen,OPERATIONAL,2,ChIJ92N9DDz2wokR38VWvxg3qrE,4.3,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.80582,-73.9651587,TRUE,Morningside Heights
Massawa,OPERATIONAL,2,ChIJizsMQxX2wokRSD5_pzmhaYg,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.809733,-73.958608,TRUE,Morningside Heights
Symposium,OPERATIONAL,2,ChIJAfmpFDz2wokRGWWAhkafMwA,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.805465,-73.9642992,TRUE,Morningside Heights
Marlow Bistro,OPERATIONAL,2,ChIJtSHevTz2wokR1jY59paKMww,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.802973,-73.9642863,TRUE,Morningside Heights
Friedman's,OPERATIONAL,2,ChIJF-3dKz72wokRz2OYUSf9V1U,4.2,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8082681,-73.9598085,TRUE,Morningside Heights
Bettolona,OPERATIONAL,2,ChIJz8ge2kH2wokRqqZ-Lu5yiXU,4.4,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.81411740000001,-73.9597655,TRUE,Morningside Heights
Flat Top,CLOSED_TEMPORARILY,2,ChIJBWhERBX2wokRAkCnvxPY9lw,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8100471,-73.9584781,FALSE,Morningside Heights
Falafel On Broadway,OPERATIONAL,NA,ChIJT9849pL3wokRJRT3bFp3KI4,4.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8145112,-73.9596088,TRUE,Morningside Heights
The Heights Bar & Grill,OPERATIONAL,2,ChIJMS6bmjv2wokRgIfSoY9u1gw,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.805167,-73.9663121,TRUE,Morningside Heights
Mel's Burger Bar,OPERATIONAL,2,ChIJ47x-nTv2wokR1ex6E_loTYs,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.804465,-73.966045,TRUE,Morningside Heights
Toast Uptown,OPERATIONAL,2,ChIJbVAZC2r2wokRaRaEKh56x8U,4.4,"c(""meal_takeaway"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.814772,-73.959351,TRUE,Morningside Heights
"314 - pizza, pasta & wine bar",OPERATIONAL,NA,ChIJx1MYBV_3wokRjeYHCXgKrJ8,4.7,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.810802,-73.95838169999999,TRUE,Morningside Heights
Dig,OPERATIONAL,1,ChIJ36Dnijv2wokRLpJuNmIPssc,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8055612,-73.9653484,TRUE,Morningside Heights
V&T Pizzeria Restaurant,OPERATIONAL,2,ChIJtUqk7Dz2wokRsi_5j6j1DHM,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.803391,-73.963921,TRUE,Morningside Heights
Max Caffè,OPERATIONAL,2,ChIJ5bu6tGr2wokRW8xshG2qBvs,4.4,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8108333,-73.95833329999999,TRUE,Morningside Heights
Le Monde Restaurant & Bar,OPERATIONAL,2,ChIJqRJTizv2wokRwg_FF-6pYuU,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8113136,-73.9581736,TRUE,Morningside Heights
Tom's restaurant,OPERATIONAL,1,ChIJLyERijv2wokR8G_K-v8FXX4,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8141746,-73.9603204,TRUE,Morningside Heights
Chapati House,OPERATIONAL,1,ChIJZ3G930H2wokRYgqYfXnRiMo,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8059222,-73.9657833,TRUE,Morningside Heights
Elysian Fields,OPERATIONAL,NA,ChIJlXZKuDX3wokRxeOh8shaDHU,4.3,"c(""meal_delivery"", ""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8154135,-73.95887619999999,TRUE,Morningside Heights
Hula Poke,OPERATIONAL,NA,ChIJf3PXqGP3wokR-ev9ov5e91Y,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.80366799999999,-73.963742,TRUE,Morningside Heights
Dinosaur Bar-B-Que,OPERATIONAL,2,ChIJpcanZ0L2wokRoWs8p9gEJcM,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.80582,-73.9651587,TRUE,Morningside Heights
El Porton,OPERATIONAL,2,ChIJ7wBO30H2wokR1yFm2_zfDVE,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.809733,-73.958608,TRUE,Morningside Heights
La Salle Dumpling Room,OPERATIONAL,2,ChIJ0_o810H2wokRgUHFkZjZEmw,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.805465,-73.9642992,TRUE,Morningside Heights
Dun Huang Upper West,OPERATIONAL,2,ChIJKZgXtGr2wokRxZ8rYWA8sQU,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.802973,-73.9642863,TRUE,Morningside Heights
Oasis Jimma Juice Bar,OPERATIONAL,1,ChIJ2aD-C2r2wokRJshIrsOjOm8,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8082681,-73.9598085,TRUE,Morningside Heights
Shake Shack,OPERATIONAL,2,ChIJ-zlGwD72wokRpX9B4qztwsE,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.81411740000001,-73.9597655,TRUE,Morningside Heights
Jin Ramen / Kissaten,OPERATIONAL,NA,ChIJCZKyBGr2wokRLQML4_ApE-Q,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8100471,-73.9584781,TRUE,Morningside Heights
Nikko,OPERATIONAL,2,ChIJu3iXyGr2wokR29wWAqLfn8Q,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8145112,-73.9596088,TRUE,Morningside Heights
Famous Famiglia,OPERATIONAL,1,ChIJ21OMnjv2wokRiEWJcYe98nw,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.805167,-73.9663121,TRUE,Morningside Heights
sweetgreen,OPERATIONAL,NA,ChIJ3W_Lrz72wokRy3BEhF4s20U,4,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.804465,-73.966045,TRUE,Morningside Heights
Cap't Loui,OPERATIONAL,2,ChIJw9J02UH2wokRD86VAz-HBho,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.814772,-73.959351,TRUE,Morningside Heights
Five Guys,OPERATIONAL,2,ChIJCZvtdTv2wokR3pXEDpENESU,4.2,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.810802,-73.95838169999999,TRUE,Morningside Heights
Sliced by Harlem Pizza Co,OPERATIONAL,NA,ChIJ1wI0QFr3wokRw4KOFE_2Bi4,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8055612,-73.9653484,TRUE,Morningside Heights
The Hamilton,OPERATIONAL,2,ChIJcQDwuzz2wokR1N2euVBPAjM,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.803391,-73.963921,TRUE,Morningside Heights
Brownie's Cafe,CLOSED_TEMPORARILY,1,ChIJ0S64FT72wokRdCj3KIyU4Fk,4.6,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8108333,-73.95833329999999,FALSE,Morningside Heights
Chipotle Mexican Grill,OPERATIONAL,1,ChIJw2Rhczv2wokR3EcQiDiRHvc,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8113136,-73.9581736,TRUE,Morningside Heights
Tom's Delicious Pizza,CLOSED_TEMPORARILY,1,ChIJDw2HC2r2wokRC-WCKP0MbWQ,3.9,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8141746,-73.9603204,FALSE,Morningside Heights
Kosher Cafe Nana,OPERATIONAL,NA,ChIJ-fxdsj72wokRhKdZf-z4RHI,4.2,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8059222,-73.9657833,TRUE,Morningside Heights
ELIS WINE BAR & RESTAURANT,CLOSED_TEMPORARILY,NA,ChIJEf6VblX3wokRold_hq_bbQs,4.7,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8154135,-73.95887619999999,FALSE,Morningside Heights
Shaking Crab,OPERATIONAL,2,ChIJeTKikDv2wokRLIBxqaYvjMU,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.80366799999999,-73.963742,TRUE,Morningside Heights
Peking Garden,OPERATIONAL,2,ChIJ7yLuC2r2wokR2UUXjRXI40s,4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.80582,-73.9651587,TRUE,Morningside Heights
Taqueria Y Fonda,OPERATIONAL,1,ChIJCcj-ViP2wokRMkfgS81yxxI,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.809733,-73.958608,TRUE,Morningside Heights
John Jay Dining Hall,OPERATIONAL,NA,ChIJWfux0j32wokRPzoTR-HSfL8,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.805465,-73.9642992,TRUE,Morningside Heights
Koronet Pizza,OPERATIONAL,1,ChIJIbOVdzv2wokRBGLNSQMk2FI,4.4,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.802973,-73.9642863,TRUE,Morningside Heights
123BSB,OPERATIONAL,NA,ChIJYcZZnQv3wokRK8NfQzsnIPY,4.5,"c(""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.8082681,-73.9598085,TRUE,Morningside Heights
Strokos Gourmet Deli,OPERATIONAL,1,ChIJw6ajyj32wokR0NKOvGb2tXk,4,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.81411740000001,-73.9597655,TRUE,Morningside Heights
Crepes On Columbus,OPERATIONAL,2,ChIJ5wPq0SL2wokRWumRNSRyUis,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8100471,-73.9584781,TRUE,Morningside Heights
Miss Mamie's Spoonbread Too,OPERATIONAL,2,ChIJMy2SSj32wokRYJFmKli4HvA,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8145112,-73.9596088,TRUE,Morningside Heights
Saiguette,OPERATIONAL,1,ChIJg-WOqSP2wokR7ajr8S2mnqM,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.805167,-73.9663121,TRUE,Morningside Heights
Panda Express,OPERATIONAL,1,ChIJA1angjv2wokRWh5s1cXEq6w,3.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.804465,-73.966045,TRUE,Morningside Heights
Harlem's Floridita,OPERATIONAL,2,ChIJ9UGrQkL2wokRt6KbSAdN1Mw,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.814772,-73.959351,TRUE,Morningside Heights
Ortomare Ristorante Pizzeria,OPERATIONAL,2,ChIJyUP2zSL2wokRKuUxYlWsmdE,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.810802,-73.95838169999999,TRUE,Morningside Heights
Thai Market,OPERATIONAL,2,ChIJ8yYSWCP2wokRym-2HUHMJuI,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8055612,-73.9653484,TRUE,Morningside Heights
Milano Market,OPERATIONAL,1,ChIJHd1tCjz2wokRFA_vmy3vgco,4.2,"c(""grocery_or_supermarket"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.803391,-73.963921,TRUE,Morningside Heights
Ferris Booth Commons,CLOSED_TEMPORARILY,NA,ChIJGSe-nj72wokRPNensvVQbV0,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8108333,-73.95833329999999,FALSE,Morningside Heights
Mountain Bird,OPERATIONAL,2,ChIJo1svRnn2wokR-QDFrhEQZBU,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7938199,-73.9398521,TRUE,East Harlem
Travertino,OPERATIONAL,NA,ChIJE1R0ZeX3wokRm8r7eoYxj4U,5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.79869009999999,-73.94243329999999,TRUE,East Harlem
